shipment_id,order_date,warehouse_id,warehouse_city,store_id,store_city,distance_km,weight_kg,transport_mode,planned_cost_inr,actual_cost_inr,promised_delivery_hrs,actual_delivery_hrs,on_time_flag
SHP106857,2024-07-09,WH-IND,Indore,ST-008,burhanpur,109.5,489.9,LCV,3714.94,4026.86,9.2,12.8,0
SHP108074,06/10/2024,WH-BPL,Bhopal,ST-001,Gwalior,421.0,179.5,LCV,15485.51,16662.53,15.3,13.9,1
SHP101804,12-04-2024,WH-JBP,Jabalpur,ST-030,Sagar,462.9,373.8,Medium Truck,26121.46,26363.52,19.3,28.6,0
SHP103756,29/09/2024,WH-BPL,Bhopal,ST-002,Ratlam,445.7,599.4,LCV,15936.39,16730.71,17.9,22.6,0
SHP100616,23/10/2024,WH-BPL,Bhopal,ST-013,Khandwa,192.0,355.2,Medium Truck,12193.93,12680.26,8.6,7.7,1
SHP106778,08/10/2024,WH-JBP,Jabalpur,ST-002,Ratlam,772.6,919.8,LCV,30788.34,30801.57,28.0,39.9,0
SHP107028,11-11-2024,WH-GWL,Gwalior,ST-035,Rewa,475.3,502.0,Mini Truck,11434.69,11786.35,17.5,28.0,0
SHP102423,07/04/2024,WH-BPL,Bhopal,ST-017,Khandwa,275.1,246.0,LCV,11663.6,12503.13,11.4,9.3,1
SHP102299,21-01-2025,WH-GWL,Gwalior,ST-017,Khandwa,692.5,231.7,Medium Truck,37140.86,39639.91,25.2,30.1,0
SHP103109,15-05-2024,WH-BPL,BHOPAL,ST-019,Jabalpur,296.5,251.2,Medium Truck,18418.12,19507.65,14.7,22.2,0
SHP105557,14/06/2024,WH-GWL,Gwalior,ST-027,Chhindwara,585.4,563.2,Medium Truck,34913.93,,20.9,28.7,0
SHP103989,05-10-2024,WH-BPL,Bhopal,ST-040,Gwalior,500.6,881.9,LCV,17394.27,17627.9,19.1,16.5,1
SHP103474,2024-07-20,WH-BPL,Bhopal,ST-003,Jabalpur,438.3,254.5,LCV,16256.04,17225.41,16.1,23.3,0
SHP102835,24/04/2024,WH-JBP,Jabalpur,ST-024,Vidisha,399.9,95.5,Mini Truck,9747.55,10642.22,16.2,19.2,0
SHP102670,2024-09-01,WH-GWL,Gwalior,ST-007,Indore,417.5,320.8,Mini Truck,10043.45,10573.35,18.7,24.7,0
SHP105939,2024-10-06,WH-IND,Indore,ST-019,Jabalpur,217.2,668.9,Medium Truck,12774.13,13174.3,12.4,19.3,0
SHP102150,16/04/2024,WH-JBP,JABALPUR,ST-038,Dewas,293.2,82.4,LCV,13088.87,13443.18,14.4,20.5,0
SHP104741,2024-10-10,WH-GWL,Gwalior,ST-021,Ratlam,261.0,370.5,Medium Truck,15227.22,15408.31,11.7,12.1,1
SHP103795,2025-01-12,WH-BPL,Bhopal,ST-005,Indore,191.0,182.4,Medium Truck,13018.59,13182.05,10.6,12.7,0
SHP107258,22-12-2024,WH-GWL,Gwalior,ST-033,Indore,510.6,87.4,Medium Truck,26141.73,28373.02,19.6,25.0,0
SHP100709,27-06-2024,WH-IND,Indore,ST-028,Ujjain,188.1,45.5,Mini Truck,4216.45,4538.97,11.2,14.9,0
SHP104706,25-01-2025,WH-BPL,Bhopal,ST-019,Jabalpur,332.8,91.4,Mini Truck,8262.59,8408.0,13.0,16.2,0
SHP104113,29-04-2024,WH-BPL,BHOPAL,ST-018,Satna,234.6,565.3,Medium Truck,12451.81,13173.89,10.7,12.9,0
SHP103561,16-08-2024,WH-JBP,Jabalpur,ST-012,Chhindwara,579.0,233.8,Mini Truck,15858.81,16145.47,21.7,23.2,0
SHP108101,2024-09-03,WH-IND,Indore,ST-022,Bhopal,228.5,23.1,Mini Truck,4976.72,5466.6,9.9,11.1,0
SHP106266,16/06/2024,WH-BPL,Bhopal,ST-030,Sagar,300.4,108.2,LCV,12195.43,13429.08,15.3,23.9,0
SHP104145,05-08-2024,WH-GWL,Gwalior,ST-026,Satna,257.7,31.2,Mini Truck,6081.23,6312.64,14.0,13.2,1
SHP105263,2024-07-23,WH-GWL,Gwalior,ST-012,chhindwara,838.8,267.2,Mini Truck,18872.18,20579.86,30.5,46.7,0
SHP100549,20-11-2024,WH-GWL,Gwalior,ST-030,Sagar,223.3,520.1,Mini Truck,6165.8,6276.63,10.1,15.2,0
SHP102516,17/04/2024,WH-IND,Indore,ST-004,Jabalpur,233.3,435.5,LCV,9600.64,9925.27,11.1,16.9,0
SHP106719,2024-05-18,WH-GWL,Gwalior,ST-039,Indore,316.7,468.9,LCV,12684.86,13899.01,12.7,17.1,0
SHP106825,14-04-2024,WH-GWL,Gwalior,ST-006,Burhanpur,581.0,993.7,LCV,25036.77,25990.69,21.3,20.8,1
SHP107263,04-08-2024,WH-GWL,Gwalior,ST-023,Vidisha,639.0,555.2,LCV,21593.89,22542.14,25.7,21.0,1
SHP106918,07/12/2024,WH-IND,Indore,ST-035,Rewa,139.3,334.1,Mini Truck,3713.98,3758.0,8.7,11.0,0
SHP106055,2024-06-21,WH-JBP,Jabalpur,ST-021,ratlam,194.8,422.5,Medium Truck,11521.47,11975.62,8.6,11.3,0
SHP106411,11-10-2024,WH-IND,Indore,ST-028,Ujjain,203.2,389.8,Mini Truck,5560.41,5778.84,9.6,14.9,0
SHP105870,29-05-2024,WH-BPL,Bhopal,ST-038,Dewas,326.6,161.7,Medium Truck,20474.86,21957.45,15.7,25.0,0
SHP107623,08-01-2025,WH-JBP,Jabalpur,ST-033,Indore,643.0,364.5,Medium Truck,35170.73,37838.63,22.7,29.7,0
SHP103236,24-01-2025,WH-IND,Indore,ST-009,Vidisha,243.7,119.3,Medium Truck,14056.36,14491.51,13.3,10.7,1
SHP106713,22/07/2024,WH-JBP,Jabalpur,ST-029,Bhopal,759.7,573.6,Mini Truck,18746.27,19396.71,26.7,40.3,0
SHP103730,05/12/2024,WH-IND,Indore,ST-011,Bhopal,355.2,724.8,LCV,12913.82,13642.9,17.1,26.5,0
SHP105920,18-01-2025,WH-BPL,Bhopal,ST-037,Gwalior,400.7,,Mini Truck,10137.73,10264.16,17.8,21.9,0
SHP100564,2024-07-30,WH-BPL,Bhopal,ST-014,Bhopal,249.0,324.4,Mini Truck,6198.84,6739.67,13.1,20.2,0
SHP102650,09-08-2024,WH-BPL,Bhopal,ST-002,Ratlam,410.6,39.5,Medium Truck,25583.67,27230.83,14.9,12.3,1
SHP102469,07/05/2024,WH-JBP,Jabalpur,ST-022,Bhopal,787.9,591.4,LCV,31522.67,34653.88,28.2,32.5,0
SHP105826,23/01/2025,WH-BPL,Bhopal,ST-035,Rewa,67.8,,Medium Truck,3858.6,4018.06,5.8,8.8,0
SHP104838,09/06/2024,WH-GWL,Gwalior,ST-033,Indore,460.7,349.1,Mini Truck,10624.48,11429.05,17.1,20.8,0
SHP104802,30/04/2024,WH-BPL,Bhopal,ST-025,Mandsaur,403.4,973.4,LCV,13860.31,15284.94,18.0,15.2,1
SHP105639,2024-04-30,WH-GWL,Gwalior,ST-038,Dewas,720.7,223.7,LCV,27736.0,28060.16,26.8,23.5,1
SHP101019,21/10/2024,WH-JBP,JABALPUR,ST-026,satna,459.2,908.9,LCV,15587.8,16347.54,20.2,23.4,0
SHP100456,2024-10-06,WH-GWL,Gwalior,ST-031,Jabalpur,489.4,533.0,LCV,21407.11,21979.79,21.0,22.9,0
SHP104120,12-04-2024,WH-IND,INDORE,ST-020,Ratlam,178.4,101.6,Mini Truck,4565.52,4719.35,10.3,12.4,0
SHP103634,10/07/2024,WH-JBP,Jabalpur,ST-002,Ratlam,706.5,787.7,LCV,24995.38,27279.91,26.2,35.4,0
SHP104224,2024-09-09,WH-BPL,Bhopal,ST-008,Burhanpur,313.3,137.1,Mini Truck,7004.01,7173.01,12.9,15.6,0
SHP102942,2024-05-25,WH-GWL,Gwalior,ST-001,Gwalior,806.2,,Mini Truck,19873.82,21195.12,28.7,34.3,0
SHP101702,27/11/2024,WH-GWL,Gwalior,ST-028,Ujjain,629.7,421.5,Medium Truck,43883.86,45409.64,22.1,27.7,0
SHP105676,2024-09-17,WH-IND,Indore,ST-011,Bhopal,361.5,223.2,Mini Truck,8526.48,8864.59,13.8,15.7,0
SHP102004,04-05-2024,WH-BPL,Bhopal,ST-032,Mandsaur,380.9,536.8,LCV,16086.32,,14.7,16.4,0
SHP106950,04/01/2025,WH-IND,Indore,ST-040,Gwalior,713.5,939.6,LCV,24552.94,25372.24,28.1,29.9,0
SHP103700,2024-04-08,WH-IND,Indore,ST-019,Jabalpur,221.5,367.5,Medium Truck,15633.65,16041.3,9.4,8.9,1
SHP102804,02-01-2025,WH-BPL,Bhopal,ST-028,Ujjain,380.6,260.1,Mini Truck,8674.32,9320.98,17.6,25.5,0
SHP100632,2025-01-04,WH-GWL,Gwalior,ST-011,Bhopal,199.4,1155.7,Medium Truck,10960.18,11523.03,8.5,11.5,0
SHP100576,2024-09-23,WH-JBP,Jabalpur,ST-032,Mandsaur,79.8,618.5,LCV,3025.4,3340.31,5.8,7.8,0
SHP100326,18-01-2025,WH-BPL,Bhopal,ST-017,Khandwa,279.6,242.7,Medium Truck,16277.3,16621.52,11.8,12.3,1
SHP101358,04-09-2024,WH-JBP,Jabalpur,ST-036,Satna,443.7,304.7,Medium Truck,24508.15,26927.88,17.2,16.2,1
SHP104738,14-04-2024,WH-IND,Indore,ST-026,Satna,328.8,191.6,Mini Truck,6909.55,7519.61,14.9,22.2,0
SHP107114,06-04-2024,WH-BPL,Bhopal,ST-036,Satna,433.7,170.1,Mini Truck,10589.41,11306.73,19.3,19.4,1
SHP101439,2024-06-14,WH-BPL,BHOPAL,ST-006,Burhanpur,200.9,104.8,Medium Truck,10743.41,11473.13,9.9,10.3,1
SHP102990,23-01-2025,WH-BPL,Bhopal,ST-018,Satna,243.0,34.6,Medium Truck,13120.32,13731.39,10.7,12.1,0
SHP106434,30/09/2024,WH-GWL,Gwalior,ST-035,Rewa,444.6,20.0,Medium Truck,24967.95,27628.65,18.3,17.0,1
SHP100299,20-05-2024,WH-IND,Indore,ST-026,Satna,314.3,280.6,Mini Truck,7252.13,7301.9,15.1,17.8,0
SHP104751,2024-04-05,WH-BPL,Bhopal,ST-012,Chhindwara,350.0,333.1,Mini Truck,8165.14,8572.06,15.9,24.1,0
SHP104600,2024-04-24,WH-GWL,Gwalior,ST-029,Bhopal,436.8,440.8,Mini Truck,10411.06,11437.77,16.8,23.9,0
SHP106966,28/07/2024,WH-BPL,Bhopal,ST-014,Bhopal,245.0,281.3,Medium Truck,15419.64,15772.26,9.8,13.4,0
SHP100700,07/08/2024,WH-IND,Indore,ST-004,Jabalpur,222.3,921.8,LCV,8838.87,8875.68,11.6,9.3,1
SHP107556,26-05-2024,WH-JBP,Jabalpur,ST-003,Jabalpur,739.3,581.5,LCV,30432.34,32680.86,27.0,37.0,0
SHP103000,30-10-2024,WH-GWL,Gwalior,ST-019,Jabalpur,448.3,705.7,Medium Truck,28841.69,29332.15,17.0,16.6,1
SHP103356,03-01-2025,WH-GWL,Gwalior,ST-038,Dewas,650.3,597.6,Mini Truck,17976.14,18387.34,25.6,24.0,1
SHP100102,11/09/2024,WH-BPL,Bhopal,ST-005,Indore,177.9,279.2,Medium Truck,10397.45,11180.11,7.9,10.6,0
SHP104364,02-09-2024,WH-IND,Indore,ST-017,Khandwa,196.6,336.5,LCV,8284.02,8552.31,12.1,15.8,0
SHP105985,21-12-2024,WH-IND,Indore,ST-036,satna,622.8,504.6,Mini Truck,15287.78,15330.11,25.3,27.1,0
SHP107200,03/06/2024,WH-GWL,Gwalior,ST-018,Satna,223.0,306.1,Medium Truck,13315.83,13395.65,10.1,14.7,0
SHP103178,22-10-2024,WH-JBP,JABALPUR,ST-032,Mandsaur,82.8,655.5,Medium Truck,5304.17,5724.42,6.0,9.1,0
SHP104913,07-06-2024,WH-GWL,Gwalior,ST-008,Burhanpur,690.7,162.8,Mini Truck,17655.05,19577.39,26.1,30.9,0
SHP101322,11-10-2024,WH-JBP,Jabalpur,ST-001,Gwalior,622.0,220.7,Mini Truck,16342.73,17784.2,21.5,23.6,0
SHP108080,18/11/2024,WH-GWL,Gwalior,ST-031,Jabalpur,468.9,333.2,Medium Truck,24417.53,26818.99,18.5,21.6,0
SHP104155,25-11-2024,WH-BPL,Bhopal,ST-021,Ratlam,322.1,176.6,Medium Truck,17437.48,18935.54,15.0,18.0,0
SHP106428,24/06/2024,WH-BPL,Bhopal,ST-005,Indore,187.7,254.0,Mini Truck,5011.89,5377.31,8.5,11.4,0
SHP102179,2024-09-18,WH-JBP,Jabalpur,ST-018,Satna,292.2,440.8,LCV,9602.76,10367.6,12.7,16.2,0
SHP103889,12-05-2024,WH-JBP,Jabalpur,ST-002,Ratlam,680.2,418.3,Mini Truck,17215.04,18729.67,25.9,32.5,0
SHP101147,11/01/2025,WH-JBP,Jabalpur,ST-034,Satna,514.0,172.1,LCV,17181.5,19072.03,18.4,15.1,1
SHP107034,2025-01-15,WH-IND,Indore,ST-016,Chhindwara,289.7,766.9,LCV,10938.55,11712.14,14.5,13.7,1
SHP102295,01/06/2024,WH-GWL,Gwalior,ST-037,Gwalior,297.2,399.5,Medium Truck,19714.79,20602.91,11.9,12.9,0
SHP103057,25-11-2024,WH-IND,Indore,ST-007,Indore,349.1,518.5,LCV,11824.85,12507.06,14.3,15.9,0
SHP100025,2025-01-25,WH-JBP,Jabalpur,ST-035,Rewa,386.2,379.9,Mini Truck,8447.97,9380.49,15.7,23.9,0
SHP103414,2024-12-05,WH-JBP,Jabalpur,ST-033,Indore,708.5,297.7,Mini Truck,18020.18,18360.76,24.7,21.0,1
SHP105574,2024-06-22,WH-JBP,Jabalpur,ST-020,Ratlam,520.0,128.6,Mini Truck,14008.61,15414.77,21.1,25.6,0
SHP101682,17/06/2024,WH-JBP,Jabalpur,ST-033,indore,679.3,459.0,Mini Truck,18440.42,19946.71,23.6,24.3,1
SHP103293,22/09/2024,WH-IND,Indore,ST-015,Jabalpur,596.6,342.3,LCV,23182.81,23792.2,23.5,36.6,0
SHP103817,28-06-2024,WH-GWL,Gwalior,ST-019,Jabalpur,455.1,188.2,LCV,16326.49,16898.3,17.5,20.5,0
SHP106211,2024-11-06,WH-BPL,Bhopal,ST-020,Ratlam,273.7,338.8,Medium Truck,16255.41,16763.98,12.7,10.7,1
SHP106371,19-04-2024,WH-GWL,Gwalior,ST-016,Chhindwara,541.9,243.0,LCV,24100.15,24745.64,19.5,26.3,0
SHP107846,2024-07-13,WH-IND,Indore,ST-009,Vidisha,243.7,,Mini Truck,6998.97,7008.55,10.2,14.2,0
SHP103288,28-11-2024,WH-BPL,Bhopal,ST-026,Satna,261.6,336.3,Medium Truck,14791.92,15389.47,13.2,10.9,1
SHP102224,2024-10-24,WH-GWL,Gwalior,ST-034,Satna,268.0,224.1,Mini Truck,6852.24,7137.13,11.2,13.7,0
SHP101344,11-12-2024,WH-GWL,Gwalior,ST-032,Mandsaur,409.8,577.7,Mini Truck,10323.45,10975.82,17.2,18.0,1
SHP107055,05-08-2024,WH-IND,Indore,ST-010,Khandwa,460.2,393.8,Medium Truck,30518.73,31955.27,19.0,17.5,1
SHP103547,2024-10-07,WH-JBP,Jabalpur,ST-014,Bhopal,232.5,475.9,Medium Truck,13873.21,14705.01,10.0,10.4,1
SHP101293,02-12-2024,WH-GWL,GWALIOR,ST-025,Mandsaur,764.7,450.7,LCV,29962.35,31658.39,27.7,42.6,0
SHP105533,2024-04-13,WH-BPL,Bhopal,ST-023,Vidisha,399.8,170.7,LCV,14027.41,14708.95,17.9,17.2,1
SHP102684,28-11-2024,WH-GWL,Gwalior,ST-022,bhopal,753.5,34.6,LCV,33182.21,33822.98,26.3,36.1,0
SHP103887,27/10/2024,WH-BPL,Bhopal,ST-029,Bhopal,442.4,216.8,LCV,15995.08,16073.08,16.9,23.4,0
SHP100296,11-08-2024,WH-JBP,Jabalpur,ST-001,Gwalior,595.2,229.9,Mini Truck,14198.31,15196.58,21.0,22.9,0
SHP107090,2025-01-11,WH-IND,Indore,ST-010,Khandwa,467.8,,Mini Truck,10444.47,11022.03,16.9,21.6,0
SHP101096,2024-06-10,WH-IND,Indore,ST-029,Bhopal,450.2,481.1,Medium Truck,27195.57,27964.63,19.5,26.1,0
SHP107007,2025-01-19,WH-IND,Indore,ST-011,Bhopal,346.9,90.9,Mini Truck,7910.42,8327.46,14.3,20.9,0
SHP102627,2024-11-01,WH-BPL,Bhopal,ST-007,indore,408.3,270.7,Mini Truck,9479.97,9595.02,17.6,22.1,0
SHP101501,12-05-2024,WH-IND,Indore,ST-031,Jabalpur,245.9,513.4,Medium Truck,15333.87,16036.51,12.8,15.5,0
SHP105887,10/09/2024,WH-JBP,Jabalpur,ST-023,Vidisha,735.5,673.2,Medium Truck,52292.52,52296.76,27.3,35.7,0
SHP102793,15-08-2024,WH-BPL,Bhopal,ST-038,Dewas,321.8,68.0,Medium Truck,19331.95,19548.8,14.4,19.8,0
SHP107516,22-09-2024,WH-BPL,Bhopal,ST-031,jabalpur,82.8,462.7,Mini Truck,1875.64,1993.16,7.1,7.6,0
SHP100744,08-05-2024,WH-GWL,Gwalior,ST-007,Indore,400.6,207.3,Mini Truck,10793.81,11538.79,14.6,13.6,1
SHP103934,27/04/2024,WH-JBP,Jabalpur,ST-007,indore,661.5,377.8,Medium Truck,36104.23,38215.76,25.5,38.5,0
SHP107175,25-05-2024,WH-BPL,Bhopal,ST-017,Khandwa,304.3,539.9,Mini Truck,8304.39,8674.46,12.6,13.8,0
SHP104337,30-12-2024,WH-GWL,Gwalior,ST-038,dewas,676.6,595.0,Mini Truck,18395.02,18907.56,25.4,35.3,0
SHP103397,15/01/2025,WH-BPL,Bhopal,ST-005,Indore,168.1,324.8,Mini Truck,3837.72,3981.38,8.8,9.5,0
SHP105536,09-01-2025,WH-JBP,Jabalpur,ST-033,Indore,740.6,390.3,Mini Truck,19353.26,20707.07,27.0,35.1,0
SHP101911,2024-09-04,WH-JBP,Jabalpur,ST-009,Vidisha,509.7,112.2,LCV,18963.97,20958.0,19.5,27.7,0
SHP106057,05/11/2024,WH-IND,Indore,ST-010,khandwa,458.8,121.6,LCV,18869.76,20859.1,19.6,21.5,0
SHP105176,2024-11-06,WH-JBP,JABALPUR,ST-020,Ratlam,540.2,135.9,Medium Truck,36620.46,37709.79,21.4,17.3,1
SHP106280,05/04/2024,WH-GWL,Gwalior,ST-026,Satna,260.2,193.1,Medium Truck,14041.9,14689.84,13.5,17.9,0
SHP107867,14-08-2024,WH-GWL,Gwalior,ST-010,Khandwa,93.2,271.7,Mini Truck,2213.62,2216.67,5.6,7.5,0
SHP101397,25/07/2024,WH-IND,Indore,ST-030,Sagar,355.2,744.5,LCV,13189.21,14090.21,17.0,15.6,1
SHP105602,14/12/2024,WH-JBP,Jabalpur,ST-009,vidisha,524.7,289.0,Mini Truck,14427.96,14606.91,18.8,20.1,0
SHP107207,16/12/2024,WH-JBP,Jabalpur,ST-012,Chhindwara,634.9,195.1,LCV,26657.46,,22.2,25.7,0
SHP102144,18-04-2024,WH-IND,Indore,ST-001,Gwalior,289.8,97.0,Medium Truck,17343.8,17542.22,13.7,13.7,1
SHP104531,2024-05-23,WH-GWL,Gwalior,ST-030,Sagar,236.6,513.7,LCV,10108.02,10532.67,11.1,16.2,0
SHP104511,22-07-2024,WH-JBP,Jabalpur,ST-034,Satna,523.7,404.8,Medium Truck,28464.18,31335.35,22.0,32.0,0
SHP103047,11/10/2024,WH-IND,INDORE,ST-029,Bhopal,441.2,453.5,LCV,17984.49,19764.47,16.4,17.3,0
SHP100730,2025-01-03,WH-BPL,Bhopal,ST-014,Bhopal,259.8,440.9,Medium Truck,15984.23,16263.71,10.3,10.8,1
SHP105153,23-05-2024,WH-BPL,Bhopal,ST-009,Vidisha,300.7,355.4,Mini Truck,8327.32,8726.82,14.4,15.8,0
SHP103388,2024-06-04,WH-JBP,Jabalpur,ST-019,Jabalpur,683.1,870.4,LCV,25048.95,27550.21,24.9,22.3,1
SHP102080,30-09-2024,WH-GWL,Gwalior,ST-032,mandsaur,454.1,362.1,Mini Truck,9969.8,10536.36,17.5,18.8,0
SHP100878,2024-05-04,WH-BPL,Bhopal,ST-030,Sagar,278.9,434.7,Mini Truck,6807.97,7283.12,12.5,15.9,0
SHP106355,31/05/2024,WH-BPL,BHOPAL,ST-034,Satna,298.2,383.9,LCV,10699.09,11864.08,11.6,15.8,0
SHP105719,10/06/2024,WH-JBP,Jabalpur,ST-015,Jabalpur,351.5,1007.4,Medium Truck,19657.99,20011.63,16.0,13.9,1
SHP100570,2024-06-22,WH-BPL,Bhopal,ST-017,Khandwa,290.5,194.6,Medium Truck,15742.45,16751.45,12.1,15.3,0
SHP107121,26-06-2024,WH-JBP,Jabalpur,ST-001,Gwalior,670.9,699.0,LCV,25096.48,27849.37,25.6,26.1,1
SHP107697,2024-08-09,WH-IND,Indore,ST-019,jabalpur,232.7,449.2,Mini Truck,5429.46,5772.52,11.0,12.9,0
SHP106824,2024-08-31,WH-GWL,Gwalior,ST-031,Jabalpur,448.5,179.1,Mini Truck,10884.03,11988.78,16.2,21.4,0
SHP100036,25/12/2024,WH-IND,Indore,ST-035,Rewa,160.6,169.0,Medium Truck,8767.82,9366.45,7.9,9.4,0
SHP102486,2024-04-01,WH-IND,Indore,ST-011,Bhopal,353.9,940.4,LCV,15186.44,15296.03,13.8,15.6,0
SHP101626,11-09-2024,WH-BPL,Bhopal,ST-034,Satna,281.9,236.0,Mini Truck,7650.76,8158.39,11.9,9.8,1
SHP107618,07/12/2024,WH-BPL,Bhopal,ST-015,Jabalpur,402.6,839.7,LCV,16873.69,18334.91,17.0,14.3,1
SHP101039,14/06/2024,WH-GWL,Gwalior,ST-025,Mandsaur,813.9,119.6,Medium Truck,47095.34,48741.32,30.1,44.7,0
SHP107509,13-09-2024,WH-IND,Indore,ST-040,Gwalior,712.9,509.4,Medium Truck,39186.34,39977.48,27.0,33.7,0
SHP101532,2025-01-11,WH-GWL,Gwalior,ST-027,Chhindwara,556.0,318.1,Medium Truck,30898.9,31325.31,21.3,17.6,1
SHP107615,2024-12-23,WH-IND,Indore,ST-038,Dewas,435.1,372.7,LCV,17126.27,17212.6,18.0,20.2,0
SHP107531,11-12-2024,WH-JBP,Jabalpur,ST-030,Sagar,505.9,681.8,Medium Truck,29825.88,30192.37,18.3,21.7,0
SHP101318,2024-05-08,WH-BPL,Bhopal,ST-023,Vidisha,414.2,141.1,Medium Truck,25298.32,25820.05,18.6,24.0,0
SHP106533,2024-09-01,WH-BPL,Bhopal,ST-019,Jabalpur,308.4,290.5,Mini Truck,8066.72,8833.24,15.2,17.3,0
SHP107667,01-06-2024,WH-GWL,Gwalior,ST-005,Indore,341.5,159.9,LCV,14489.95,15014.58,14.7,15.4,1
SHP107086,30/11/2024,WH-GWL,Gwalior,ST-023,Vidisha,646.8,291.3,Medium Truck,41336.28,,23.7,28.1,0
SHP106621,30-06-2024,WH-IND,Indore,ST-021,Ratlam,526.1,518.7,Medium Truck,29609.61,31034.18,21.7,19.5,1
SHP105111,30-08-2024,WH-JBP,Jabalpur,ST-010,Khandwa,440.3,530.3,Mini Truck,11202.58,11742.54,16.7,26.1,0
SHP104234,2024-08-20,WH-IND,Indore,ST-013,khandwa,414.3,326.0,LCV,17687.9,19036.76,15.3,15.0,1
SHP102544,29-09-2024,WH-GWL,Gwalior,ST-036,Satna,99.6,488.9,LCV,4036.36,4325.98,6.1,8.1,0
SHP105841,09-06-2024,WH-JBP,Jabalpur,ST-025,Mandsaur,685.9,699.4,LCV,29312.88,30643.06,27.1,22.4,1
SHP100394,2024-12-07,WH-GWL,Gwalior,ST-035,Rewa,433.6,471.3,Medium Truck,24883.0,25649.15,15.8,21.9,0
SHP100180,2024-08-24,WH-GWL,Gwalior,ST-021,Ratlam,289.6,365.7,Mini Truck,6834.12,7180.39,11.4,14.2,0
SHP106380,2024-11-06,WH-BPL,Bhopal,ST-032,Mandsaur,400.4,149.8,Medium Truck,23798.09,25183.09,14.6,13.2,1
SHP102718,21-11-2024,WH-IND,Indore,ST-038,Dewas,447.7,124.7,LCV,18757.82,19524.96,18.1,20.9,0
SHP103895,02-08-2024,WH-IND,Indore,ST-030,Sagar,398.5,78.8,LCV,13890.61,15118.36,16.5,19.7,0
SHP106948,2024-05-05,WH-IND,Indore,ST-033,Indore,296.7,354.9,Medium Truck,20412.16,20890.08,13.5,17.4,0
SHP105811,21-11-2024,WH-JBP,Jabalpur,ST-010,Khandwa,426.5,274.8,LCV,18924.6,19492.9,17.3,23.0,0
SHP103941,25-06-2024,WH-IND,Indore,ST-020,Ratlam,178.1,231.7,LCV,6530.95,6873.64,8.8,7.6,1
SHP108163,08/05/2024,WH-IND,Indore,ST-036,Satna,670.4,262.5,LCV,22945.5,25380.33,25.7,22.5,1
SHP104638,2024-09-17,WH-GWL,Gwalior,ST-030,Sagar,237.0,326.0,LCV,9028.65,9507.12,9.8,10.7,0
SHP103598,2024-11-22,WH-GWL,GWALIOR,ST-022,Bhopal,736.8,718.5,Medium Truck,46344.17,49396.25,28.2,31.1,0
SHP100361,07-06-2024,WH-JBP,JABALPUR,ST-021,Ratlam,196.6,146.7,Mini Truck,5147.01,5646.23,11.9,16.0,0
SHP101639,2024-10-25,WH-JBP,Jabalpur,ST-010,Khandwa,440.8,357.4,Medium Truck,24489.28,25549.38,19.1,19.8,1
SHP106201,2025-01-16,WH-BPL,Bhopal,ST-014,Bhopal,284.5,99.4,Medium Truck,18362.67,19250.68,12.8,10.7,1
SHP104523,13/12/2024,WH-BPL,Bhopal,ST-029,Bhopal,443.9,363.2,Mini Truck,11728.4,12095.11,17.4,18.0,1
SHP105942,2024-12-24,WH-JBP,Jabalpur,ST-022,Bhopal,729.7,228.0,Medium Truck,41661.38,42203.22,25.1,30.0,0
SHP104449,11-01-2025,WH-GWL,Gwalior,ST-010,Khandwa,94.6,383.0,Mini Truck,2386.22,2471.03,8.9,9.0,1
SHP104875,18/04/2024,WH-GWL,Gwalior,ST-023,Vidisha,688.3,820.3,Medium Truck,43705.92,45470.62,25.8,36.0,0
SHP108282,27-05-2024,WH-BPL,Bhopal,ST-028,Ujjain,360.7,253.3,LCV,12706.51,13632.46,14.7,16.0,0
SHP100413,2024-05-28,WH-IND,Indore,ST-026,Satna,357.2,417.5,LCV,15745.4,16354.99,13.5,12.6,1
SHP106351,2024-09-20,WH-BPL,Bhopal,ST-013,Khandwa,164.9,882.9,Medium Truck,11097.29,11310.42,7.2,7.8,0
SHP105019,28-11-2024,WH-JBP,Jabalpur,ST-027,Chhindwara,88.3,655.2,Medium Truck,5478.0,5614.81,6.6,6.6,1
SHP104358,12-06-2024,WH-IND,Indore,ST-037,gwalior,396.4,,Mini Truck,10408.59,11069.01,18.2,16.5,1
SHP101053,25-06-2024,WH-IND,Indore,ST-011,Bhopal,347.7,68.8,Mini Truck,8921.76,8966.62,14.6,19.9,0
SHP105084,23-12-2024,WH-BPL,BHOPAL,ST-012,Chhindwara,394.0,406.6,LCV,12774.86,13887.2,17.4,25.3,0
SHP106039,06-04-2024,WH-JBP,Jabalpur,ST-036,satna,488.3,141.5,Mini Truck,13648.48,13671.13,17.4,16.1,1
SHP100760,2024-08-06,WH-GWL,Gwalior,ST-015,Jabalpur,192.0,87.1,Mini Truck,5355.51,5636.49,9.3,9.0,1
SHP100829,08/11/2024,WH-BPL,Bhopal,ST-032,Mandsaur,344.6,167.2,Medium Truck,21125.93,21808.63,13.4,11.4,1
SHP105553,05-05-2024,WH-BPL,Bhopal,ST-008,Burhanpur,342.4,1026.5,LCV,11901.88,12091.79,14.6,20.7,0
SHP105883,19-06-2024,WH-GWL,Gwalior,ST-017,Khandwa,688.6,78.2,Mini Truck,18912.72,19685.16,26.5,27.4,1
