shipment_id,order_date,warehouse_id,warehouse_city,store_id,store_city,distance_km,weight_kg,transport_mode,planned_cost_inr,actual_cost_inr,cost_per_km,promised_delivery_hrs,actual_delivery_hrs,on_time_flag
SHP107207,2024-12-16,WH-JBP,Jabalpur,ST-012,Chhindwara,634.9,195.1,LCV,26657.46,15369.285,24.21,22.2,25.7,0
SHP102144,2024-04-18,WH-IND,Indore,ST-001,Gwalior,289.8,97.0,Medium Truck,17343.8,17542.22,60.53,13.7,13.7,1
SHP104531,2024-05-23,WH-GWL,Gwalior,ST-030,Sagar,236.6,513.7,LCV,10108.02,10532.67,44.52,11.1,16.2,0
SHP104511,2024-07-22,WH-JBP,Jabalpur,ST-034,Satna,523.7,404.8,Medium Truck,28464.18,31335.35,59.83,22.0,32.0,0
SHP103047,2024-10-11,WH-IND,Indore,ST-029,Bhopal,441.2,453.5,LCV,17984.49,19764.47,44.8,16.4,17.3,0
SHP100730,2025-01-03,WH-BPL,Bhopal,ST-014,Bhopal,259.8,440.9,Medium Truck,15984.23,16263.71,62.6,10.3,10.8,1
SHP105153,2024-05-23,WH-BPL,Bhopal,ST-009,Vidisha,300.7,355.4,Mini Truck,8327.32,8726.82,29.02,14.4,15.8,0
SHP103388,2024-06-04,WH-JBP,Jabalpur,ST-019,Jabalpur,683.1,870.4,LCV,25048.95,27550.21,40.33,24.9,22.3,1
SHP102080,2024-09-30,WH-GWL,Gwalior,ST-032,Mandsaur,454.1,362.1,Mini Truck,9969.8,10536.36,23.2,17.5,18.8,0
SHP100878,2024-05-04,WH-BPL,Bhopal,ST-030,Sagar,278.9,434.7,Mini Truck,6807.97,7283.12,26.11,12.5,15.9,0
SHP106355,2024-05-31,WH-BPL,Bhopal,ST-034,Satna,298.2,383.9,LCV,10699.09,11864.08,39.79,11.6,15.8,0
SHP105719,2024-06-10,WH-JBP,Jabalpur,ST-015,Jabalpur,351.5,1007.4,Medium Truck,19657.99,20011.63,56.93,16.0,13.9,1
SHP100570,2024-06-22,WH-BPL,Bhopal,ST-017,Khandwa,290.5,194.6,Medium Truck,15742.45,16751.45,57.66,12.1,15.3,0
SHP107121,2024-06-26,WH-JBP,Jabalpur,ST-001,Gwalior,670.9,699.0,LCV,25096.48,27849.37,41.51,25.6,26.1,1
SHP107697,2024-08-09,WH-IND,Indore,ST-019,Jabalpur,232.7,449.2,Mini Truck,5429.46,5772.52,24.81,11.0,12.9,0
SHP106824,2024-08-31,WH-GWL,Gwalior,ST-031,Jabalpur,448.5,179.1,Mini Truck,10884.03,11988.78,26.73,16.2,21.4,0
SHP100036,2024-12-25,WH-IND,Indore,ST-035,Rewa,160.6,169.0,Medium Truck,8767.82,9366.45,58.32,7.9,9.4,0
SHP102486,2024-04-01,WH-IND,Indore,ST-011,Bhopal,353.9,940.4,LCV,15186.44,15296.03,43.22,13.8,15.6,0
SHP101626,2024-09-11,WH-BPL,Bhopal,ST-034,Satna,281.9,236.0,Mini Truck,7650.76,8158.39,28.94,11.9,9.8,1
SHP107618,2024-12-07,WH-BPL,Bhopal,ST-015,Jabalpur,402.6,839.7,LCV,16873.69,18334.91,45.54,17.0,14.3,1
SHP101039,2024-06-14,WH-GWL,Gwalior,ST-025,Mandsaur,813.9,119.6,Medium Truck,47095.34,48741.32,59.89,30.1,44.7,0
SHP107509,2024-09-13,WH-IND,Indore,ST-040,Gwalior,712.9,509.4,Medium Truck,39186.34,39977.48,56.08,27.0,33.7,0
SHP101532,2025-01-11,WH-GWL,Gwalior,ST-027,Chhindwara,556.0,318.1,Medium Truck,30898.9,31325.31,56.34,21.3,17.6,1
SHP107615,2024-12-23,WH-IND,Indore,ST-038,Dewas,435.1,372.7,LCV,17126.27,17212.6,39.56,18.0,20.2,0
SHP107531,2024-12-11,WH-JBP,Jabalpur,ST-030,Sagar,505.9,681.8,Medium Truck,29825.88,30192.37,59.68,18.3,21.7,0
SHP101318,2024-05-08,WH-BPL,Bhopal,ST-023,Vidisha,414.2,141.1,Medium Truck,25298.32,25820.05,62.34,18.6,24.0,0
SHP106533,2024-09-01,WH-BPL,Bhopal,ST-019,Jabalpur,308.4,290.5,Mini Truck,8066.72,8833.24,28.64,15.2,17.3,0
SHP107667,2024-06-01,WH-GWL,Gwalior,ST-005,Indore,341.5,159.9,LCV,14489.95,15014.58,43.97,14.7,15.4,1
SHP107086,2024-11-30,WH-GWL,Gwalior,ST-023,Vidisha,646.8,291.3,Medium Truck,41336.28,23662.739999999998,36.58,23.7,28.1,0
SHP106621,2024-06-30,WH-IND,Indore,ST-021,Ratlam,526.1,518.7,Medium Truck,29609.61,31034.18,58.99,21.7,19.5,1
SHP105111,2024-08-30,WH-JBP,Jabalpur,ST-010,Khandwa,440.3,530.3,Mini Truck,11202.58,11742.54,26.67,16.7,26.1,0
SHP104234,2024-08-20,WH-IND,Indore,ST-013,Khandwa,414.3,326.0,LCV,17687.9,19036.76,45.95,15.3,15.0,1
SHP102544,2024-09-29,WH-GWL,Gwalior,ST-036,Satna,99.6,488.9,LCV,4036.36,4325.98,43.43,6.1,8.1,0
SHP105841,2024-06-09,WH-JBP,Jabalpur,ST-025,Mandsaur,685.9,699.4,LCV,29312.88,30643.06,44.68,27.1,22.4,1
SHP100394,2024-12-07,WH-GWL,Gwalior,ST-035,Rewa,433.6,471.3,Medium Truck,24883.0,25649.15,59.15,15.8,21.9,0
SHP100180,2024-08-24,WH-GWL,Gwalior,ST-021,Ratlam,289.6,365.7,Mini Truck,6834.12,7180.39,24.79,11.4,14.2,0
SHP106380,2024-11-06,WH-BPL,Bhopal,ST-032,Mandsaur,400.4,149.8,Medium Truck,23798.09,25183.09,62.89,14.6,13.2,1
SHP102718,2024-11-21,WH-IND,Indore,ST-038,Dewas,447.7,124.7,LCV,18757.82,19524.96,43.61,18.1,20.9,0
SHP103895,2024-08-02,WH-IND,Indore,ST-030,Sagar,398.5,78.8,LCV,13890.61,15118.36,37.94,16.5,19.7,0
SHP106948,2024-05-05,WH-IND,Indore,ST-033,Indore,296.7,354.9,Medium Truck,20412.16,20890.08,70.41,13.5,17.4,0
SHP105811,2024-11-21,WH-JBP,Jabalpur,ST-010,Khandwa,426.5,274.8,LCV,18924.6,19492.9,45.7,17.3,23.0,0
SHP103941,2024-06-25,WH-IND,Indore,ST-020,Ratlam,178.1,231.7,LCV,6530.95,6873.64,38.59,8.8,7.6,1
SHP108163,2024-05-08,WH-IND,Indore,ST-036,Satna,670.4,262.5,LCV,22945.5,25380.33,37.86,25.7,22.5,1
SHP104638,2024-09-17,WH-GWL,Gwalior,ST-030,Sagar,237.0,326.0,LCV,9028.65,9507.12,40.11,9.8,10.7,0
SHP103598,2024-11-22,WH-GWL,Gwalior,ST-022,Bhopal,736.8,718.5,Medium Truck,46344.17,49396.25,67.04,28.2,31.1,0
SHP100361,2024-06-07,WH-JBP,Jabalpur,ST-021,Ratlam,196.6,146.7,Mini Truck,5147.01,5646.23,28.72,11.9,16.0,0
SHP101639,2024-10-25,WH-JBP,Jabalpur,ST-010,Khandwa,440.8,357.4,Medium Truck,24489.28,25549.38,57.96,19.1,19.8,1
SHP106201,2025-01-16,WH-BPL,Bhopal,ST-014,Bhopal,284.5,99.4,Medium Truck,18362.67,19250.68,67.66,12.8,10.7,1
SHP104523,2024-12-13,WH-BPL,Bhopal,ST-029,Bhopal,443.9,363.2,Mini Truck,11728.4,12095.11,27.25,17.4,18.0,1
SHP105942,2024-12-24,WH-JBP,Jabalpur,ST-022,Bhopal,729.7,228.0,Medium Truck,41661.38,42203.22,57.84,25.1,30.0,0
SHP104449,2025-01-11,WH-GWL,Gwalior,ST-010,Khandwa,94.6,383.0,Mini Truck,2386.22,2471.03,26.12,8.9,9.0,1
SHP104875,2024-04-18,WH-GWL,Gwalior,ST-023,Vidisha,688.3,820.3,Medium Truck,43705.92,45470.62,66.06,25.8,36.0,0
SHP108282,2024-05-27,WH-BPL,Bhopal,ST-028,Ujjain,360.7,253.3,LCV,12706.51,13632.46,37.79,14.7,16.0,0
SHP100413,2024-05-28,WH-IND,Indore,ST-026,Satna,357.2,417.5,LCV,15745.4,16354.99,45.79,13.5,12.6,1
SHP106351,2024-09-20,WH-BPL,Bhopal,ST-013,Khandwa,164.9,882.9,Medium Truck,11097.29,11310.42,68.59,7.2,7.8,0
SHP105019,2024-11-28,WH-JBP,Jabalpur,ST-027,Chhindwara,88.3,655.2,Medium Truck,5478.0,5614.81,63.59,6.6,6.6,1
SHP104358,2024-06-12,WH-IND,Indore,ST-037,Gwalior,396.4,301.1,Mini Truck,10408.59,11069.01,27.92,18.2,16.5,1
SHP101053,2024-06-25,WH-IND,Indore,ST-011,Bhopal,347.7,68.8,Mini Truck,8921.76,8966.62,25.79,14.6,19.9,0
SHP105084,2024-12-23,WH-BPL,Bhopal,ST-012,Chhindwara,394.0,406.6,LCV,12774.86,13887.2,35.25,17.4,25.3,0
SHP106039,2024-04-06,WH-JBP,Jabalpur,ST-036,Satna,488.3,141.5,Mini Truck,13648.48,13671.13,28.0,17.4,16.1,1
SHP100760,2024-08-06,WH-GWL,Gwalior,ST-015,Jabalpur,192.0,87.1,Mini Truck,5355.51,5636.49,29.36,9.3,9.0,1
SHP100829,2024-11-08,WH-BPL,Bhopal,ST-032,Mandsaur,344.6,167.2,Medium Truck,21125.93,21808.63,63.29,13.4,11.4,1
SHP105553,2024-05-05,WH-BPL,Bhopal,ST-008,Burhanpur,342.4,1026.5,LCV,11901.88,12091.79,35.31,14.6,20.7,0
SHP105883,2024-06-19,WH-GWL,Gwalior,ST-017,Khandwa,688.6,78.2,Mini Truck,18912.72,19685.16,28.59,26.5,27.4,1
SHP100385,2024-09-27,WH-IND,Indore,ST-001,Gwalior,303.1,360.25,LCV,10944.49,12037.57,39.71,13.6,18.3,0
SHP107791,2024-07-01,WH-IND,Indore,ST-016,Chhindwara,317.3,1154.5,Medium Truck,17498.58,18158.92,57.23,14.1,15.6,0
SHP103915,2024-10-20,WH-BPL,Bhopal,ST-006,Burhanpur,204.9,550.0,Mini Truck,5694.86,5759.2,28.11,11.0,11.3,1
SHP104774,2024-12-06,WH-IND,Indore,ST-012,Chhindwara,224.1,303.3,Mini Truck,5193.33,5228.89,23.33,11.3,12.5,0
SHP105230,2024-04-06,WH-JBP,Jabalpur,ST-031,Jabalpur,274.5,407.3,Medium Truck,14371.74,15392.41,56.07,11.9,13.6,0
SHP101869,2024-11-19,WH-IND,Indore,ST-004,Jabalpur,228.6,369.3,Mini Truck,5316.44,5414.64,23.69,10.5,10.5,1
SHP100753,2024-08-14,WH-IND,Indore,ST-001,Gwalior,276.1,373.9,Medium Truck,15542.74,17020.47,61.65,14.4,19.3,0
SHP104023,2024-11-14,WH-GWL,Gwalior,ST-017,Khandwa,709.4,319.7,LCV,27548.07,28461.43,40.12,28.1,29.1,1
SHP103085,2024-08-12,WH-IND,Indore,ST-035,Rewa,152.1,555.2,Mini Truck,3393.11,3650.3,24.0,9.3,13.9,0
SHP105666,2024-07-07,WH-JBP,Jabalpur,ST-037,Gwalior,634.9,162.8,Mini Truck,14859.01,15147.93,23.86,24.4,37.2,0
SHP100239,2024-04-21,WH-JBP,Jabalpur,ST-015,Jabalpur,341.2,513.6,LCV,11817.6,12993.51,38.08,12.9,18.7,0
SHP101631,2024-12-18,WH-IND,Indore,ST-018,Satna,429.1,208.3,LCV,18620.99,19657.46,45.81,16.9,16.8,1
SHP101313,2024-04-09,WH-BPL,Bhopal,ST-003,Jabalpur,397.2,511.7,LCV,14596.19,15982.86,40.24,18.2,26.2,0
SHP104817,2024-08-16,WH-IND,Indore,ST-028,Ujjain,204.1,281.8,LCV,8065.91,8131.0,39.84,10.0,12.1,0
SHP106544,2024-10-12,WH-BPL,Bhopal,ST-035,Rewa,65.1,255.0,Mini Truck,1606.22,1758.25,27.01,4.3,4.5,1
SHP107915,2024-07-04,WH-IND,Indore,ST-007,Indore,338.9,322.8,Medium Truck,19461.63,21608.24,63.76,15.4,23.2,0
SHP105267,2024-11-14,WH-JBP,Jabalpur,ST-014,Bhopal,219.2,306.0,Mini Truck,5949.17,6099.58,27.83,10.8,11.4,0
SHP108228,2024-12-27,WH-BPL,Bhopal,ST-039,Indore,125.2,119.6,Medium Truck,8414.14,9073.75,72.47,8.0,10.8,0
SHP101377,2024-07-17,WH-GWL,Gwalior,ST-006,Burhanpur,584.9,360.6,Medium Truck,34922.56,37414.9,63.97,22.7,28.5,0
SHP106456,2024-08-04,WH-BPL,Bhopal,ST-031,Jabalpur,92.2,484.6,Mini Truck,2601.8,2742.78,29.75,6.7,5.7,1
SHP101130,2024-09-04,WH-BPL,Bhopal,ST-005,Indore,168.6,106.0,Medium Truck,9243.51,9709.99,57.59,10.6,8.5,1
SHP108010,2024-07-26,WH-BPL,Bhopal,ST-033,Indore,400.7,284.6,Medium Truck,22521.23,24538.63,61.24,17.9,26.2,0
SHP105167,2024-06-04,WH-JBP,Jabalpur,ST-011,Bhopal,411.3,301.1,Mini Truck,10206.87,10929.43,26.57,15.2,19.5,0
SHP106330,2024-07-25,WH-JBP,Jabalpur,ST-034,Satna,527.9,766.9,Medium Truck,30866.0,34280.51,64.94,20.2,26.2,0
SHP103408,2024-10-31,WH-IND,Indore,ST-036,Satna,632.9,298.5,Medium Truck,35255.66,37451.12,59.17,22.6,29.6,0
SHP100483,2024-06-18,WH-BPL,Bhopal,ST-006,Burhanpur,200.2,360.25,LCV,6960.79,7366.29,36.79,9.9,8.8,1
SHP101955,2024-09-25,WH-GWL,Gwalior,ST-014,Bhopal,269.1,138.1,Mini Truck,5984.13,6166.98,22.92,10.5,11.3,0
SHP104846,2024-10-22,WH-BPL,Bhopal,ST-034,Satna,299.8,118.4,Mini Truck,8118.12,8789.48,29.32,12.0,13.9,0
SHP105010,2024-10-02,WH-BPL,Bhopal,ST-013,Khandwa,170.7,1126.3,Medium Truck,10599.41,10821.94,63.4,9.1,10.4,0
SHP100303,2024-05-19,WH-BPL,Bhopal,ST-017,Khandwa,305.8,361.0,Medium Truck,20349.17,20838.89,68.15,12.4,13.9,0
SHP103615,2024-04-16,WH-GWL,Gwalior,ST-020,Ratlam,726.6,259.3,Medium Truck,48166.85,48562.01,66.83,25.2,33.1,0
SHP102222,2024-06-06,WH-JBP,Jabalpur,ST-016,Chhindwara,266.5,316.9,LCV,11569.48,15369.285,57.67,13.8,18.2,0
SHP104346,2024-06-05,WH-GWL,Gwalior,ST-038,Dewas,641.0,280.6,Mini Truck,13369.34,14789.89,23.07,24.9,30.5,0
SHP106861,2025-01-15,WH-JBP,Jabalpur,ST-008,Burhanpur,685.6,59.8,Medium Truck,39337.57,39735.48,57.96,25.3,24.1,1
SHP104448,2024-04-21,WH-GWL,Gwalior,ST-011,Bhopal,204.5,270.0,Mini Truck,5747.55,5974.52,29.22,8.7,11.5,0
SHP102352,2024-04-05,WH-BPL,Bhopal,ST-007,Indore,407.3,675.9,Mini Truck,11422.84,11457.32,28.13,16.6,15.1,1
SHP102559,2024-09-24,WH-IND,Indore,ST-008,Burhanpur,108.2,331.9,LCV,4372.32,4375.3,40.44,6.4,6.3,1
SHP104004,2024-07-02,WH-GWL,Gwalior,ST-015,Jabalpur,196.0,307.9,Mini Truck,4928.3,4996.26,25.49,11.9,14.2,0
SHP104505,2024-11-30,WH-GWL,Gwalior,ST-019,Jabalpur,489.6,302.3,LCV,20494.6,22590.62,46.14,19.8,27.8,0
SHP104174,2024-11-13,WH-JBP,Jabalpur,ST-026,Satna,459.3,164.6,LCV,15965.65,16909.56,36.82,17.7,17.2,1
SHP100185,2024-08-11,WH-IND,Indore,ST-009,Vidisha,244.4,770.2,LCV,9824.48,9937.35,40.66,11.0,13.4,0
SHP100943,2024-07-15,WH-GWL,Gwalior,ST-014,Bhopal,252.0,733.0,LCV,9160.51,9941.58,39.45,10.3,15.9,0
SHP103919,2024-06-08,WH-JBP,Jabalpur,ST-015,Jabalpur,357.5,178.5,LCV,13795.59,14759.81,41.29,13.2,15.5,0
SHP100593,2024-06-04,WH-IND,Indore,ST-038,Dewas,415.9,276.6,LCV,17667.28,19235.16,46.25,17.8,18.5,1
SHP103872,2024-12-27,WH-JBP,Jabalpur,ST-029,Bhopal,741.0,203.5,LCV,25571.56,26901.47,36.3,25.9,27.7,0
SHP103425,2024-12-20,WH-BPL,Bhopal,ST-016,Chhindwara,172.1,758.7,Medium Truck,11374.96,11648.49,67.68,8.3,9.2,0
SHP104819,2024-05-07,WH-IND,Indore,ST-029,Bhopal,443.0,53.3,LCV,16874.92,18601.2,41.99,16.9,23.0,0
SHP100976,2024-08-28,WH-JBP,Jabalpur,ST-014,Bhopal,226.9,135.9,Medium Truck,13366.55,14555.63,64.15,9.6,13.2,0
SHP106755,2025-01-01,WH-JBP,Jabalpur,ST-019,Jabalpur,651.3,373.3,Medium Truck,37025.41,39308.72,60.35,24.2,27.9,0
SHP106717,2024-12-22,WH-BPL,Bhopal,ST-019,Jabalpur,324.8,941.0,Medium Truck,20637.53,22512.72,69.31,14.1,20.7,0
SHP108011,2024-06-13,WH-GWL,Gwalior,ST-029,Bhopal,435.5,100.6,Medium Truck,28085.07,30654.91,70.39,19.0,17.3,1
SHP104586,2024-04-07,WH-JBP,Jabalpur,ST-031,Jabalpur,294.3,1059.5,LCV,11761.49,12037.24,40.9,12.5,16.9,0
SHP107369,2024-09-18,WH-JBP,Jabalpur,ST-003,Jabalpur,756.1,378.9,Mini Truck,21738.89,21991.03,29.08,29.0,24.8,1
SHP108218,2024-05-28,WH-BPL,Bhopal,ST-021,Ratlam,336.7,515.6,Mini Truck,8754.07,8915.81,26.48,16.4,14.7,1
SHP105381,2024-12-30,WH-BPL,Bhopal,ST-011,Bhopal,221.5,387.1,Medium Truck,12509.73,13465.3,60.79,12.7,16.7,0
SHP104124,2024-09-14,WH-BPL,Bhopal,ST-007,Indore,387.4,253.5,Mini Truck,11170.46,11320.9,29.22,16.8,17.1,1
SHP106623,2024-10-09,WH-BPL,Bhopal,ST-017,Khandwa,302.9,489.1,Mini Truck,8672.15,8755.51,28.91,14.7,13.2,1
SHP106599,2024-11-10,WH-BPL,Bhopal,ST-015,Jabalpur,426.7,520.1,Mini Truck,10726.33,11638.42,27.28,17.3,18.3,0
SHP103840,2025-01-05,WH-JBP,Jabalpur,ST-002,Ratlam,765.2,106.8,LCV,31540.56,31575.38,41.26,28.0,41.6,0
SHP106554,2024-11-14,WH-JBP,Jabalpur,ST-006,Burhanpur,356.2,193.3,Medium Truck,23871.5,24926.56,69.98,16.0,14.3,1
SHP106349,2025-01-09,WH-IND,Indore,ST-040,Gwalior,662.4,203.6,Mini Truck,15169.95,15404.23,23.26,24.5,38.3,0
SHP107745,2024-12-26,WH-IND,Indore,ST-024,Vidisha,207.9,799.3,Medium Truck,12471.15,13254.02,63.75,11.4,17.5,0
SHP101517,2024-07-28,WH-JBP,Jabalpur,ST-018,Satna,309.5,336.9,LCV,11830.28,12291.29,39.71,15.7,24.6,0
SHP107557,2024-11-26,WH-IND,Indore,ST-014,Bhopal,503.8,538.7,Medium Truck,31202.86,31832.66,63.19,18.3,15.5,1
SHP100247,2024-08-28,WH-IND,Indore,ST-007,Indore,354.8,978.9,LCV,11846.42,12479.87,35.17,14.5,19.0,0
SHP104952,2024-11-25,WH-BPL,Bhopal,ST-037,Gwalior,409.6,266.0,Medium Truck,27210.62,28290.49,69.07,16.4,24.1,0
SHP102871,2024-09-01,WH-GWL,Gwalior,ST-033,Indore,500.6,55.3,LCV,17891.9,19501.72,38.96,18.1,27.6,0
SHP101456,2025-01-22,WH-GWL,Gwalior,ST-037,Gwalior,291.1,126.7,Mini Truck,7347.27,7422.62,25.5,14.9,21.9,0
SHP100596,2024-04-01,WH-IND,Indore,ST-008,Burhanpur,111.6,890.8,Medium Truck,7458.42,8025.51,71.91,6.2,9.8,0
SHP104090,2024-10-14,WH-GWL,Gwalior,ST-014,Bhopal,285.4,292.7,Medium Truck,16364.41,17964.38,62.94,13.0,17.5,0
SHP106728,2024-11-03,WH-BPL,Bhopal,ST-024,Vidisha,204.8,349.0,LCV,7554.7,7885.05,38.5,11.5,10.9,1
SHP102200,2024-10-05,WH-GWL,Gwalior,ST-033,Indore,480.4,476.5,Medium Truck,32836.75,34795.36,72.43,20.2,18.3,1
SHP101733,2024-12-08,WH-BPL,Bhopal,ST-017,Khandwa,275.1,51.2,Medium Truck,16423.68,18214.81,66.21,12.7,14.7,0
SHP101252,2024-04-07,WH-JBP,Jabalpur,ST-037,Gwalior,632.2,79.4,Mini Truck,17102.64,17605.46,27.85,24.4,33.9,0
SHP104439,2024-09-19,WH-BPL,Bhopal,ST-034,Satna,297.7,288.7,LCV,13486.54,13513.34,45.39,12.4,12.7,1
SHP101207,2025-01-07,WH-IND,Indore,ST-038,Dewas,439.0,111.9,Mini Truck,11980.24,12494.12,28.46,16.8,24.0,0
SHP107877,2024-07-26,WH-GWL,Gwalior,ST-032,Mandsaur,440.4,423.5,LCV,18604.78,19567.19,44.43,17.5,22.7,0
SHP107716,2024-06-06,WH-IND,Indore,ST-001,Gwalior,273.2,475.1,LCV,10421.68,10495.86,38.42,10.8,14.6,0
SHP106773,2025-01-12,WH-BPL,Bhopal,ST-039,Indore,110.8,520.6,Mini Truck,2663.31,2825.45,25.5,6.4,8.4,0
SHP107192,2025-01-07,WH-BPL,Bhopal,ST-030,Sagar,303.5,146.2,Medium Truck,16409.13,17890.69,58.95,12.3,14.2,0
SHP102195,2024-07-20,WH-GWL,Gwalior,ST-006,Burhanpur,634.5,433.4,Mini Truck,14392.6,14720.67,23.2,23.7,22.9,1
SHP107869,2024-11-17,WH-JBP,Jabalpur,ST-033,Indore,662.8,205.2,Mini Truck,14991.03,15991.38,24.13,25.3,20.4,1
SHP107195,2024-11-18,WH-JBP,Jabalpur,ST-036,Satna,436.2,360.6,Medium Truck,27304.56,29581.33,67.82,16.3,15.6,1
SHP105874,2024-10-25,WH-IND,Indore,ST-037,Gwalior,419.7,334.1,Medium Truck,25793.98,26077.12,62.13,15.9,13.7,1
SHP103973,2024-06-04,WH-BPL,Bhopal,ST-002,Ratlam,470.5,346.7,LCV,18006.13,19456.99,41.35,20.0,21.3,0
SHP101196,2024-07-15,WH-GWL,Gwalior,ST-040,Gwalior,199.0,311.2,Mini Truck,4918.32,5183.03,26.05,11.8,13.2,0
SHP100913,2024-10-31,WH-BPL,Bhopal,ST-021,Ratlam,311.7,183.0,Mini Truck,7523.83,7902.82,25.35,15.7,18.8,0
SHP106710,2024-10-24,WH-BPL,Bhopal,ST-012,Chhindwara,349.4,93.0,LCV,13312.24,13659.73,39.09,14.3,14.7,1
SHP104007,2024-08-15,WH-GWL,Gwalior,ST-018,Satna,221.6,185.4,Medium Truck,12752.22,13026.99,58.79,12.3,15.6,0
SHP102539,2024-08-24,WH-JBP,Jabalpur,ST-038,Dewas,290.2,147.4,LCV,12239.52,12800.27,44.11,14.8,18.7,0
SHP107461,2024-11-19,WH-GWL,Gwalior,ST-016,Chhindwara,576.2,194.7,LCV,19837.99,21080.72,36.59,21.9,20.8,1
SHP107775,2024-10-25,WH-BPL,Bhopal,ST-014,Bhopal,254.3,428.8,Medium Truck,13690.1,14503.41,57.03,13.5,19.9,0
SHP101650,2024-05-11,WH-JBP,Jabalpur,ST-032,Mandsaur,78.6,51.0,LCV,2922.27,2926.4,37.23,4.7,5.8,0
SHP105170,2024-10-12,WH-JBP,Jabalpur,ST-008,Burhanpur,656.3,323.9,LCV,22361.76,23574.29,35.92,24.3,27.3,0
SHP100726,2025-01-04,WH-JBP,Jabalpur,ST-009,Vidisha,545.4,177.4,LCV,22824.78,23151.78,42.45,21.7,18.7,1
SHP102451,2024-07-20,WH-JBP,Jabalpur,ST-012,Chhindwara,563.0,259.0,Medium Truck,31500.87,32522.96,57.77,21.9,23.9,0
SHP107072,2024-06-21,WH-GWL,Gwalior,ST-036,Satna,94.9,168.4,LCV,3369.97,3499.88,36.88,5.3,7.2,0
SHP108230,2024-11-28,WH-IND,Indore,ST-010,Khandwa,492.6,92.6,Mini Truck,11155.19,11337.3,23.02,20.5,32.8,0
SHP104172,2024-10-28,WH-GWL,Gwalior,ST-006,Burhanpur,593.1,593.3,LCV,25450.92,26057.16,43.93,21.1,22.0,1
SHP104320,2024-06-30,WH-GWL,Gwalior,ST-008,Burhanpur,603.0,519.9,Mini Truck,15285.24,15416.21,25.57,21.2,31.7,0
SHP105612,2024-09-05,WH-JBP,Jabalpur,ST-021,Ratlam,192.8,260.2,LCV,6451.94,7066.75,36.65,11.7,17.3,0
SHP104291,2024-08-26,WH-BPL,Bhopal,ST-006,Burhanpur,204.3,142.6,Medium Truck,13231.72,13802.89,67.56,11.4,16.1,0
SHP106422,2024-11-28,WH-JBP,Jabalpur,ST-019,Jabalpur,588.1,182.6,Mini Truck,13110.76,14466.77,24.6,23.6,32.3,0
SHP102907,2024-10-10,WH-JBP,Jabalpur,ST-027,Chhindwara,94.1,451.4,Mini Truck,2378.32,9798.4,104.13,8.2,11.3,0
SHP107751,2024-08-14,WH-BPL,Bhopal,ST-019,Jabalpur,316.1,317.1,LCV,11297.01,11416.98,36.12,12.6,13.5,0
SHP102744,2024-07-14,WH-JBP,Jabalpur,ST-024,Vidisha,427.6,748.0,Medium Truck,26064.0,26831.49,62.75,15.7,21.0,0
SHP102216,2024-07-24,WH-GWL,Gwalior,ST-008,Burhanpur,602.6,20.0,Mini Truck,16304.11,17043.98,28.28,22.7,26.0,0
SHP101213,2024-10-11,WH-JBP,Jabalpur,ST-038,Dewas,275.6,291.4,LCV,10114.26,11074.77,40.18,10.9,12.7,0
SHP103786,2024-08-13,WH-GWL,Gwalior,ST-040,Gwalior,200.7,440.1,Medium Truck,11640.33,12142.51,60.5,12.2,10.5,1
SHP105050,2024-04-10,WH-GWL,Gwalior,ST-037,Gwalior,279.9,722.3,LCV,11930.26,12734.03,45.49,11.9,15.3,0
SHP100774,2024-06-15,WH-GWL,Gwalior,ST-014,Bhopal,251.2,162.0,Mini Truck,7493.59,7516.26,29.92,10.2,14.7,0
SHP101798,2024-08-29,WH-IND,Indore,ST-040,Gwalior,706.4,669.4,LCV,23939.56,25824.33,36.56,26.7,39.7,0
SHP107759,2024-04-24,WH-BPL,Bhopal,ST-036,Satna,501.0,233.2,Mini Truck,13561.46,14399.83,28.74,20.6,30.3,0
SHP105000,2024-11-02,WH-JBP,Jabalpur,ST-021,Ratlam,195.3,160.2,LCV,7457.14,7579.96,38.81,8.8,13.3,0
SHP107230,2025-01-25,WH-IND,Indore,ST-022,Bhopal,245.4,339.7,LCV,9206.98,9650.16,39.32,11.2,9.3,1
SHP102100,2024-09-12,WH-IND,Indore,ST-037,Gwalior,442.2,382.5,Mini Truck,11667.99,11715.91,26.49,16.1,15.7,1
SHP102396,2024-06-19,WH-GWL,Gwalior,ST-008,Burhanpur,612.6,466.3,LCV,26228.56,27591.74,45.04,25.1,39.9,0
SHP104616,2024-11-06,WH-IND,Indore,ST-005,Indore,400.9,439.2,Medium Truck,19972.41,22188.44,55.35,16.7,14.1,1
SHP100860,2024-10-23,WH-BPL,Bhopal,ST-035,Rewa,67.3,283.3,Medium Truck,3981.07,4204.76,62.48,4.9,4.1,1
SHP101041,2024-09-26,WH-BPL,Bhopal,ST-028,Ujjain,377.9,808.0,Medium Truck,25571.4,25988.6,68.77,15.9,20.2,0
SHP101436,2024-10-05,WH-IND,Indore,ST-001,Gwalior,273.2,360.6,Medium Truck,17038.2,17653.73,64.62,13.2,18.1,0
SHP101697,2024-09-17,WH-BPL,Bhopal,ST-024,Vidisha,192.5,118.6,Medium Truck,13458.57,13852.83,71.96,11.5,9.9,1
